更新日時,20190712185502
22556561853,"こんばんは。これからドライブ開始しますのでよろしくお願いします！ おくります 斎藤さん、こんばんは。CREWサポートチームの佐藤です。ご連絡ありがとうございます✨  安全運転でいってらっしゃいませ。   本日もよろしくお願いいたします😊  斎藤さん、こんばんは。CREWサポートチームの佐藤です。ご連絡ありがとうございます✨  安全運転でいってらっしゃいませ。   本日もよろしくお願いいたします😊  斎藤さんドライブお疲れさまでした。　CREWサポートチームの野口です。     本日も遅い時間まで参加していただきありがとうございました。     ドライブモードをオフにして、お気をつけてお帰りください。     ゆっくり休んでくださいね😊   ご丁寧にありがとうございます。無事に帰って来ました。
リクエストしてくれる方がいらっしゃると頑張れますね😁‼️またよろしくお願いします！！"
22556672100,"お疲れ様です申し訳ありません体調が悪くなってしまったためドライブ終了させてくださいご迷惑をお掛けしますがよろしくお願いします。 送ります 渡辺さんこんばんは。CREWサポートチームの野口です。
かしこまりました。お大事になさってください。ゆっくり休んで下さいね。本日は遅くまでご参加頂きましてありがとうざいました。
ドライブモードをオフにして、お気をつけてお帰りください。   ご迷惑をお掛けしますお気遣いありがとうございます体調を整えてまたのドライブよろしくお願いします。 渡辺さんこんにちは、CREWの須藤です。CREWドライブへのご参加、ありがとうございます。
雨が降っておりましたが、少し晴れ間が見えてきましたね🌈道路は濡れているかと思いますので、お気を付けてドライブなさってくださいね。本日21時〜25時でお願いいたします。
開始の際に一言いただけますと幸いです。それでは、本日もよろしくお願いいたします🚗💨 須藤さんお世話になります渡邊ですご連絡ありがとうございます本日よろしくお願いいたしますまたスタート時にご連絡差し上げます 渡辺さん
こんばんはCREWサポートチームの武田です。まもなく開始時間となります。本日もご参加ありがとうございます。安全運転でいってらっしゃいませ😊 武田さんお世話になります渡邊ですご連絡ありがとうございますまもなくスタートさせていただきますよろしくお願いします。"
22556821448,今日もサポートありがとうございました。活動を終了します。 送ります 竹内さん、お疲れ様です。お疲れさまです。 CREWサポートチームの佐藤です。本日も遅い時間まで参加していただきありがとうございました。こちらのお時間をもちましてサービス時間が終了となりました。ドライブモードをオフにして、お気をつけてお帰りください。ゆっくり休んでくださいね。またのご参加をお待ちしております😊 このメッセージは削除されました 送り間違えました。見る前に削除一旦いたしました。 竹内さん、お疲れ様です。お疲れさまです。 CREWサポートチームの佐藤です。本日も遅い時間まで参加していただきありがとうございました。ゆっくり休んでくださいね。またのご参加をお待ちしております😊
22556851532,"本日参加枠はありますか？ たいおうします 小林さん、お疲れ様です。CREWサポートチームの沢田です。本日参加枠に余裕がありますので、ぜひご参加ください。
終了時間は何時になさいますか。ご連絡お待ちしております。 26時30分までよろしくお願いいたします たいおうします 小林さん、ご連絡ありがとうございます。かしこまりました。本日も安全運転でよろしくお願いいたします。 ドライブシート確認お願いします。92行目 確認します 確認できました。OKです。 佐藤 ありがとうございます 沢田 シフトシートが重くて・・なかなか反映され中田tです。すみません 小林さん、お疲れ様です。
CREWサポートチームの真崎です。
本日も遅くまでご参加ありがとうございました。
次回もよろしくお願いします😊
それでは、長時間のドライブでお疲れかと思いますので、ご自宅までお気をつけておかえりくださいね。 お疲れ様です 小林さんいつもありがとうございます🌈CREWサポートチームの木村です。本日21時～27時でのご参加ありがとうございます😌
今日も過ごしやすい1日でしたね✨
本日もお気をつけて、よろしくお願いします😊 小林さん、こんばんは。CREWサポートチームの磯辺です。
間もなく開始時間となります。本日も安全運転でドライブよろしくお願いいたします😊 入ります"
22557149507,"これから一回だけマッチングしたいと思ってますよろしくお願いします 対応します 長田さん、ご連絡ありがとうございます。CREWサポートチームの友池です。
本日も安全運転でドライブよろしくお願いいたします😊 自由参加 今日はこれにて終了したいと思います 対応します 長田さん、ご連絡ありがとうございます。本日もご参加ありがとうございました。お気をつけてお帰りください。また次回のご参加お待ちしております😊 長田さん
CREWの西田です。昨日もドライブお疲れ様でした🌟
CREWのサービスに対してのご感想をお伺いしております。下記のリンクより簡単なアンケートにご協力下さい。https://goo.gl/forms/euMaCqlXAzSQaYF33
今後のCREWパートナー活動については、20時から27時の間のご都合の良い時にドライブモードをONにしていただければご利用が可能です。また、お手数ですが27時を過ぎましたら必ずドライブモードをOFFにしていただきますようお願いいたします。
引き続き今後もサポートさせていただきますので、ご不明な点がございましたらお気軽にご連絡ください。今後ともCREWをよろしくお願いいたします😊 長田さん
アンケートにご協力いただきありがとうございます🍀
ご入力いただいたコメントは、今後のサービス改善の参考にさせていただきます。今後ともどうぞよろしくお願いいたします。 長田さんこの度、初回限定のスターキャンペーンの期間が10日を経過しましたので、お知らせいたします📣現在、Nagataさんが獲得した星の数は10個です🌟初回ドライブから30日以内にこの星を100個集めるとamazonギフト券10,000円分がもらえるプログラムですので、是非お時間ある際にご参加ください🚙💨"
22557438419,"終了したいと思います～。お疲れさまでした！ 対応します。 山口さんこんばんは。CREWサポートチームの宮崎です。
本日もご参加いただきありがとうございました。お気をつけてお帰りください。ごゆっくりお休みくださいませ。お疲れ様でした。 ドライブした2名からありがとうが帰ってきてないんですが、後日とかになるんですかね？ 対応します。 ご連絡いただきましてありがとうございます。未決済のドライブに関しましては、当社で自動的に検知しライダーにお支払いをお願いする連絡を行っております。
また、万一ドライブ後30日が経過しても決済が行われない場合は、その日から7日以内に弊社よりお支払いいたしますので、ご安心ください。
よろしくお願いいたします。 了解しました"
22557480215,"現地到着して10分経ちますが、ご本人と連絡が取れませんのでキャンセルして大丈夫でしょうか？ 対応します https://api.crewcrew.jp/admin/car_allocations/205941 山崎さんご事情承知いたしました。
そうした場合、山崎さんの方からキャンセルをしていただいて構いませんが、その際キャンセル理由として【CREWライダーが本来キャンセルすべきケース】と記載していただけますでしょうか。
山崎さんにCREWライダーからのキャンセル費をお支払いするケースかどうか判別するためにご協力お願いいたします。※キャンセル料につきましては、CREWライダーにお支払いいただくようにこちらで対応致します。🔴さんにキャンセル料がお支払いされないことはございませんのでご安心ください。 山崎さんご事情承知いたしました。
そうした場合、山崎さんの方からキャンセルをしていただいて構いませんが、その際キャンセル理由として【CREWライダーが本来キャンセルすべきケース】と記載していただけますでしょうか。
山崎さんにCREWライダーからのキャンセル費をお支払いするケースかどうか判別するためにご協力お願いいたします。※キャンセル料につきましては、CREWライダーにお支払いいただくようにこちらで対応致します。山崎さんにキャンセル料がお支払いされないことはございませんのでご安心ください。"
22557569064,"夜分にすみません最後に乗せた、佐藤さんと言うライダーさんなのですが、マッチングして欲しくないので評価１を付けようとしていましたが、つい何時もの癖で、評価５をつけてしまいました。お手数をお掛けし、恐れ入りますが、こちらのライダーさんは、今後マッチングしないよう対処をお願いします。理由としては、かなりな量の飲酒をされていたようで、不快になるほど酒の匂いをさせて来た。また、目的地住所を登録し、目的地に近づいても何の案内も無く、目的地に止めたら通り過ぎたなどと言われました。もう乗せたくありません。 たいおうします 竹内さん、お疲れ様です。お疲れさまです。 CREWサポートチームの野口です。ご連絡ありがとうございました。マッチしないようにとの事、かしこまりました。佐藤さんですね。本日は、不快になるようなドライブだったとの事、とても残念です。次回は楽しいドライブになります様、願っております。
本日はも、ドライブお疲れさまでした。引き続きよろしくい願致します。   https://api.crewcrew.jp/admin/car_allocations/205242#payment_spec 杉山 ブロックお願します！ 確認しますね お願します！ ブロック済です！ ありがとうござます！！"
22557601288,"お疲れさまです。これから参加枠が空いていましたら、参加させていただきたく思います。空き状況はいかがでしょうか？ 対応します。 浅井さん、お疲れ様です。CREWサポートチームの小原です。本日参加枠に余裕がございますので、ぜひご参加ください😊ただいま〜27時でご参加枠を確保させていただきました。今夜も安全運転でよろしくお願いいたします✨ 浅井さん、お疲れ様です。CREWサポートチームの小原です。
本日参加枠に余裕がございますので、ぜひご参加ください😊
ただいま〜27時でご参加枠を確保させていただきました。今夜も安全運転でよろしくお願いいたします✨ ありがとうございます！エリアに入りましたら参加いたします。よろしくお願いします。 シフトシート追加済み 確認しました😍 確認しました 確認お願いします。
本日、飛び入り参加ただいま～26時シフトシート94行目 ありがとうございます😍 小原さん     ドライブお疲れさまでした。　CREWサポートチームの野口です。     本日も遅い時間まで参加していただきありがとうございました。     ドライブモードをオフにして、お気をつけてお帰りください。     ゆっくり休んでくださいね😊   小原ではなく浅井ですが、本日は飛び入り参加のご対応ありがとうございました。お疲れさまでした！  野口  お名前間違えてしまいまして、大変失礼いたしました。以後気を付けさせて頂きます。申し訳ございませんでした。
本日もご参加ありがとうごいました。 浅井さんいつもありがとうございます🌈CREWの赤松です。本日20時～27時でのご参加ありがとうございます😌
暑い日が続いておりますが本日もお気をつけて、よろしくお願いします😊 浅井さん
こんばんはCREWサポートチームの武田です。まもなく開始時間となります。本日もご参加ありがとうございます。ご準備できましたらドライブモードをオンにて、本日も安全運転でいってらっしゃいませ😊 お疲れさまです。遅くなりましたが、これから参加いたします。よろしくお願いします。 たいおうします 浅井さん、ご連絡ありがとうございます。CREWサポートチームの友池です。
本日も安全運転でドライブよろしくお願いいたします😊 確認お願いします　22列目 確認します 友池 OKです！とじます 浅井さん、お疲れ様です。CREWサポートチームの矢島です。  本日もご参加いただきありがとうございました。ドライブモードをオフにしてお気を付けてお帰りくださいませ。またのご参加をお待ちしております。 今夜もありがとうございました。お疲れさまでした！ 浅井さん
いつもご参加ありがとうございます。CREWサポートチーム菅原です。
本日 20〜27時でよろしくお願いします。
当分雨の日が続くと気圧の変化で体調等が優れない日などもあると思いますので、お気をつけください☔️
開始の際ご連絡お待ちしております。本日もよろしくお願いします😊 浅井さん
こんばんはCREWサポートチームの武田です。まもなく開始時間となります。本日もご参加ありがとうございます。安全運転でいってらっしゃいませ😊 お疲れさまです。本日参加予定でしたが、体調が思わしくなく、参加を取りやめさせていただきたく、よろしくお願いいたします。 対応します 浅井さん
お疲れ様です、CREWの須田です。
体調悪い中、ご連絡頂きありがとうございます。本日はキャンセルという旨かしこまりました。次回のご参加をお待ちしております。ご自愛下さいませ。
宜しくお願い致します。 浅井さん
お疲れ様です、CREWの須田です。
体調悪い中、ご連絡頂きありがとうございます。本日はキャンセルという旨かしこまりました。次回のご参加をお待ちしております。ご自愛下さいませ。
宜しくお願い致します。"
22557646021,今晩はこれで失礼します。 おくります 江本さん、お疲れ様です。 CREWサポートチームの佐藤です。本日も遅い時間まで参加していただきありがとうございました。ゆっくり休んでくださいね。またのご参加をお待ちしております😊 江本さん、お疲れ様です。 CREWサポートチームの佐藤です。本日も遅い時間まで参加していただきありがとうございました。ゆっくり休んでくださいね。またのご参加をお待ちしております😊 江本さんいつもCREWをご利用いただきありがとうございます。CREWサポートチームの青木です。本日は江本さんのお車に乗られたCREWライダーよりメッセージを預かっておりますのでお伝えしたくご連絡いたしました。こちらご確認ください。「6月19日の渋谷区 千駄ケ谷から新宿区 西新宿のドライブ」へのコメントです。「車の中も清潔感がありとても素敵なドライバーさんでした。」いつも素敵なドライブをご提供くださりありがとうございます。今後も何卒よろしくお願い申し上げます。 ありがとうございます。このライダーの方も若くして経営者で大変爽やかな素晴らしい方でした。くれぐれもよろしくお伝えください。江本 青木 😘👏 お返事ありがとうございます。また素敵な方とドライブができると良いですね🌟今後ともよろしくお願いいたします😊
22557803857,"質問ですプロフィールの一言欄の入力が分かりません、お教えください。後、書き込みの為、パソコン入力が叶えばと思います。
ちなみに私の実家は五島市岐宿町です。HPに懐かしく。 対応しまs こちら若葉ですので、そのままでお願いします！ 別枠で返信 失礼しました🙇"
22557950927,"お疲れ様です。本日終了します。また来週よろしくお願いします。 おくります 橋本さん、お疲れ様です。 CREWサポートチームの佐藤です。本日も遅い時間まで参加していただきありがとうございました。ゆっくり休んでくださいね。またのご参加をお待ちしております😊 橋本さん、お疲れ様です。 CREWサポートチームの佐藤です。本日も遅い時間まで参加していただきありがとうございました。ゆっくり休んでくださいね。またのご参加をお待ちしております😊 This note was deleted 橋本さん
CREWサポートチームの下橋場です。昨日はドライブお疲れ様でした。
昨日01:07頃（目黒区 青葉台〜港区 西麻布）上記のお時間帯でドライブをされたかと存じますが、CREWライダーからお忘れ物をしたとご報告がございましてご連絡させていただきました。
お忘れ物は【黒の二つ折り財布】とのことなのですが、車内にはございませんでしょうか。お手数ですが、ご確認よろしくお願いいたします。
※CREWではお忘れ物があった際に一度CREWパートナーから弊社にお届けいただき、その後CREWライダーにお渡しする手順となっております。（こちらもお目通しくださいませ→ https://help.crewcrew.jp/article/259-q )
お忘れ物のお渡しに関しましては、【着払い】or【弊社オフィス（汐留）】にてお渡しとさせていただいております。どちらかご希望がございましたらお知らせください。
なおオフィスはこちらになります。〒105-0021 東京都 港区 東新橋2-12-1 PMO東新橋 6F
ご連絡お待ちしております。 橋本さん
CREWサポートチームの下橋場です。昨日はドライブお疲れ様でした。
昨日01:07頃（目黒区 青葉台〜港区 西麻布）上記のお時間帯でドライブをされたかと存じますが、CREWライダーからお忘れ物をしたとご報告がございましてご連絡させていただきました。
お忘れ物は【黒の二つ折り財布】とのことなのですが、車内にはございませんでしょうか。お手数ですが、ご確認よろしくお願いいたします。
※CREWではお忘れ物があった際に一度CREWパートナーから弊社にお届けいただき、その後CREWライダーにお渡しする手順となっております。（こちらもお目通しくださいませ→ https://help.crewcrew.jp/article/259-q )
お忘れ物のお渡しに関しましては、【着払い】or【弊社オフィス（汐留）】にてお渡しとさせていただいております。どちらかご希望がございましたらお知らせください。
なおオフィスはこちらになります。〒105-0021 東京都 港区 東新橋2-12-1 PMO東新橋 6F
ご連絡お待ちしております。 トレロhttps://trello.com/c/1WDtWlD4/118-%E3%83%86%E3%83%B3%E3%83%97%E3%83%AC%EF%BC%9A54638%E3%80%90kobayashi-yoshiaki%E3%81%95%E3%82%93%E3%80%91%E9%BB%92%E3%81%AE%E4%BA%8C%E3%81%A4%E6%8A%98%E3%82%8A%E8%B2%A1%E5%B8%83 お疲れさま。橋本です。現在運転中です。後程確認をさせて頂きます。降車の際ライダーさんと確認はしているのですがこちらから確認の上連絡させて頂きます やり 橋本さん
お疲れ様です。運転中にも関わらずご返信いただきありがとうございます。
かしこまりました。いつもご確認していただき、ライダーへのお気遣いありがとうございます。それではご連絡お待ちしております。 橋本です今、確認させて頂きました。私の確認不足です。後部座席下の隙間にありました。念のため画像送信させて頂きます。お手数をお掛けしますが確認の程、よろしくお願いします。   あったああああああああああ 橋本さん
ご確認していただきありがとうございます。とんでもございません。また画像もお送りいただきありがとうございます。
緊急性の高いものですので、可能であればオフィスに直接届けていただけると大変ありがたいのですが、お願いしてもよろしいでしょうか。もしよろしければご都合のよろしい日付を教えていただけますと幸いです。
下記がオフィスの住所でございます。〒105-0021 東京都 港区 東新橋2-12-1 PMO東新橋 6F ご面倒をお掛けします。橋本です。新橋のオフィスにお届けに上がれるのは最短で月曜日参加前ならば可能かと思います。遅くとも21時にはお伺い出来ると思います。本来ならば今日明日にでもお届けしなければならないのは承知していますが予定がたてこんでおり申し訳ありませんがよろしくお願いします 橋本さん
ご丁寧に直近のご予定をお教えいただいたのに申し訳ございません。こちらが対応できます時間帯を記載しておりませんでした。オフィスに人がいる時間帯は、月曜日〜日曜日の11時〜20時となっております。お手数をお掛けいたしますが、再度上記でご都合のよろしい日付を教えていただけますでしょうか。
とんでもございません。橋本さんはお気になさらないでください。よろしくお願いいたします。 橋本です。返信遅くなり申し訳ありません。20時までに新橋着出来る日が今のところ確定出来ません。調整次第かと思うのですが最短で29日の土曜日であれば可能かと思います。宅配便と思ったのですが現金が入っているので如何しょうかと思ってます。
なるべく良い方法とは思うのですが こちらからどちらかを誘導していいのか判断に迷うので一次対応＋スヌーズ＋トレロ記載 対応します 橋本さん、ご連絡いただきありがとうございます。CREWサポートチームの磯辺です。
こちらに関しましては明日以降担当よりご連絡いたしますので、今しばらくお待ちいただけますと幸いです。よろしくお願いいたします。 お手数をお掛けしますがよろしくお願いします。 トレロ追記済み 菅原 忘れ物 ライダーに交番でもいいか確認中 返信ないので一旦閉じます 橋本さんご連絡いただきましてありがとうございます。CREWサポートチームの宮崎です。ご連絡がおそくなりまして申し訳ございません。お財布の忘れ物の件ですが、CREWライダーから交番に届けていただきたいという連絡がありました。大変お手数をおかけしますが、お近くの交番に届けていただき、交番名とご住所等を教えていただいてもいいでしょうか。宜しくお願い致します。 Trelloに追記https://trello.com/c/1WDtWlD4/118-%E3%83%86%E3%83%B3%E3%83%97%E3%83%AC%EF%BC%9A54638%E3%80%90kobayashi-yoshiaki%E3%81%95%E3%82%93%E3%80%91%E9%BB%92%E3%81%AE%E4%BA%8C%E3%81%A4%E6%8A%98%E3%82%8A%E8%B2%A1%E5%B8%83%EF%BC%88%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89%E3%81%AFhender-scheme%EF%BC%89 交番に届けていただき、交番名、住所の連絡待ちです。 お疲れさまです。届け様にも私は運送業でないので客の忘れ物としても届けられませんし、かといって拾得物としても虚偽には届け出ることは出来ません。如何様に届け出るのですか？面倒なのでそちらに現金も入っているので現金書留で(個人情報が含まれる物を含め)お送りします。宅配便であると郵便法に抵触しますのでいかがですか？着払いでは送付出来ないので後日振り込み頂く形でいかがでしょうか？普段の経費を含めた物に足されると収入とみなされる場合も有りますので。しかし、返答が遅すぎではありませんか？24時間経ってからとは運営サイドとしてもう少しレスポンス早くお願いしたいです。 対応します。 入澤 現金書留で送りたいということですが、それは大丈夫として、後日送料を振込みという部分については判断できないのですが、一次対応でいいでしょうか？対応が遅いという指摘なので、一次対応だとまたご指摘が入りそうではありますが… やはりアプリ内の補填になるみたいです なので振込は対応できないと思います・・申し訳ないですがアプリ内より受取金額に反映させていただく対応となっている旨お伝えしましょう ありがとうございます！アプリ内の補填対応になるんですね。そのように連絡させていただきます。 面倒なので今晩中に銀座郵便局へ持参し発送すれば当日配達されますのそれで良いですか？御社の所在地の配達局ですよね？何故こんなに面倒な事になるのですか？おまけにこちらは往復のガソリン代プラス通行料時間も2時間以上も費やさねばならないのでしょうか？通行料だけでも2500円近い出費なんなんですかね？もう少しスピーディーに出来ませんか？ 今から銀座へ向かいたいのですが？返答下さい。 大変ご連絡が遅くなりまして申し訳ございません。銀座郵便局へお届けいただけるということで、ありがとうございます。送料に津kましては、アプリ内より受け取り金額に反映させていただくかたちになります。お手数をおかけして申し訳ございませんが、宜しくお願い致します。 だからそれは収入になるので不可です。往復のガソリン代及び通行料はどうなりますか？出来ましたら送料、ガソリン代、通行料を郵便小為替ででもお支払いただけませんか？本来なら日当も頂きたい位です。 対応します。 https://crew-operations.kibe.la/notes/274#crew%E3%83%91%E3%83%BC%E3%83%88%E3%83%8A%E3%83%BC 一応ここにはアプリ内とかいてあります今回かかった費用につきましては改めて担当の者より改めてご連絡させていただく旨伝えて今回は対応してもらってください今回の件を踏まえ細かく作りこんでもらうしかないですねその後来てもこちらで判断できかねるため担当の者よりご連絡お待ちください ありがとうございます！そのように連絡させていただきます。橋本さんがおっしゃられることもごもっともなところがあるので、お詫びしつつ状況を伝えてみます。 アプリ内での受け取りについては難しいということでかしこまりました。ガソリン代や通行料等の対応につきましては、大変申し訳ございませんが、明日以降、担当者より改めてご連絡させていただきますので、もう少しお時間をいただけませんでしょうか。宜しくお願い致します。 This note was deleted また明日ですか？もう少しスピーディーに出来ませんか？とりあえず、これから発送に向かいます。発送後画像で追跡番号送信します。 大変申し訳ございませんが、明日以降、担当者よりご連絡させていただきます。お手数をおかけいたしますが、宜しくお願い致します。 This note was deleted This note was deleted では発送だけはしろと言うことですね？ 大変申し訳ございませんが、ご発送いただければ幸いです。明日以降、担当者よりご連絡させていただきます。宜しくお願い致します。 承知しました。 発送しました。新橋オフィス宛て現金書留速達です。明日午前中に配達されるとの事です。受け取りましたらメールで結構です連絡して下さい。    対応します。   大変お忙しい中、郵便局で発送手続きを行っていただき、ありがとうございました。また、配達記録と領収書も確かに確認させていただきました。明日以降、担当者からご連絡させていただきますので、お待ちください。ありがとうございました。 忘れ物の対応に癖があるので、右のノートに残してもいいかもしれないですね！ Trellohttps://trello.com/c/1WDtWlD4/118-%E3%83%86%E3%83%B3%E3%83%97%E3%83%AC%EF%BC%9A54638%E3%80%90kobayashi-yoshiaki%E3%81%95%E3%82%93%E3%80%91%E9%BB%92%E3%81%AE%E4%BA%8C%E3%81%A4%E6%8A%98%E3%82%8A%E8%B2%A1%E5%B8%83%EF%BC%88%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89%E3%81%AFhender-scheme%EF%BC%89 右のノートに書き込みしたことありませんが、簡潔に記録残しておきます。 お疲れ様でした🙏 須藤 忘れ物じゃ〜👛😰 橋本さんこんにちは、CREWサポートチームの須藤です。
忘れ物のご対応ありがとうございました。また、対応にお時間をいただくこととなり大変申し訳ございませんでした。
今回銀座郵便局へお届けいただいた際の、「通行料」「免許証記載の住所と郵便局の往復ガソリン代」「送料」をお振込でのご希望とのことでしたので、こちらでご対応させていただきたく存じます。
▼お振込詳細通行料　2500円ガソリン代(往復)　1366円送料　990円
お振込にあたり、口座情報のご登録がまだのようでしたので下記よりご申請いただけますと幸いです。
お忙しい中ではあるかと思いますが、何卒よろしくお願いいたします。 念の為、普段のアプリ内【受取金額】を振込申請していただく際のご説明もお送りいたします。
振込申請をすることで週ごとに受け取りが可能です。毎週火曜のAM7:00を締め日とし、それまでにアプリから振込申請をすることで、それまでの決済分全額を登録口座に振込むことができるようになります。
振込みは締め日から1〜4営業日以内、ゆうちょ銀行の場合は2〜5営業日以内に振り込まれ、15,000円以上の振込みは振込手数料が無料です。詳しい振込方法や手数料、振込スケジュールについては以下のリンクからもご確認ください。https://help.crewcrew.jp/category/151-category 口座申請お願い中口座登録・振込完了後連絡します。 橋本です。お世話になっています。今回はお手数をお掛け致しました。後程、確認の上登録させて頂きます。
忘れ物に関する事ですがもう少し解りやすくできないのでしょうか？現金で無いものは宅配便で済みますが、現金及び個人情報が含まれる物(郵便法の信書あたるもの)の対応をお願いしたく存じます。
それとレスポンスが悪すぎます。無駄に時間が経過してしまう事によって解決出来るものも出来なくなる可能性があります。土日を挟んでしまったのは理解出来ますがもう少しスピーディーにお願いしたいです。夜間の対応ももう少し柔軟に対応して頂ければと思います。
今後ともよろしくお願いします 須藤 😭😳😱 😭 おっしゃる通りでございます。特に貴重品のお忘れ物の際はスムーズにCREWパートナーの皆さんの負担を少なくご対応できるよう、改善に努めてまいります。この度は、ご協力いただきありがとうございました。
また、口座登録のフォームをお送りしておりませんでしたので、下記よりお手隙の際にご登録いただければと思います。口座情報の登録が完了しましたら、こちらからお振込のお手続きをさせていただきます。
何卒、よろしくお願いいたします。 口座情報来てるか確認 口座登録フォームを送信していただけますか？ 大変失礼いたしました。こちらでございます。
【銀行口座情報・プロフィールメッセージ 入力フォーム】http://urx.red/K9Ml 度々のご連絡失礼いたします。CREWドライブへのご参加、ありがとうございます。本日21時〜27時でお願いいたします。
開始の際に一言いただけますと幸いです。それでは、本日もよろしくお願いいたします🚗💨 口座登録されているか確認し、登録されていれば忘れ物届けるのに負担した費用全部補填するようSV連携してね　BYジェシ
▼お振込詳細通行料　2500円ガソリン代(往復)　1366円送料　990円 こんばんは！橋本です。少し早いですがこの後参加させて頂きます。今日もよろしくお願いします。後、現金書留郵便はお受け取りになられましたか？ 対応します https://api.crewcrew.jp/admin/driver_infos/7368#bank_info口座の登録はまだされていない様子 橋本さん
ご連絡いただき有難うございます。CREWサポートチームの大内です。
本日も安全運転でお願いいたします。お気を付けて行ってらっしゃいませ😊
お忘れ物の件、進捗がございましたらこちらからもご連絡させていただきます。また、先ほどご案内させていただいた口座登録もお手数をお掛け致しますが、よろしくお願いいたします。 ご確認をお願いいたします。 口座の登録はフォームからのものを手動でCSの方がしてくださっているようなので明日以降になるかもなのでそこは省いていいかと思います 入澤  かしこまりました。有難うございます。 橋本さん
ご連絡いただき有難うございます。CREWサポートチームの大内です。
本日も安全運転でお願いいたします。お気を付けて行ってらっしゃいませ😊
お忘れ物の件、進捗がございましたらこちらからもご連絡させていただきます。 橋本さん
ご連絡いただき有難うございます。CREWサポートチームの大内です。
本日も安全運転でお願いいたします。お気を付けて行ってらっしゃいませ😊
お忘れ物の件、進捗がございましたらこちらからもご連絡させていただきます。 trello追記 trellohttps://trello.com/c/1WDtWlD4/118-%E3%83%86%E3%83%B3%E3%83%97%E3%83%AC%EF%BC%9A54638%E3%80%90kobayashi-yoshiaki%E3%81%95%E3%82%93%E3%80%91%E9%BB%92%E3%81%AE%E4%BA%8C%E3%81%A4%E6%8A%98%E3%82%8A%E8%B2%A1%E5%B8%83%EF%BC%88%E3%83%96%E3%83%A9%E3%83%B3%E3%83%89%E3%81%AFhender-scheme%EF%BC%89 橋本さんの口座情報の確認、現金書留郵便の受け取り確認とご連絡をお願いいたします。 やリマす 口座登録yet 橋本さんこんにちは。crewサポートチームの三浦と申します。
お忘れ物のお財布に関しましてこちらで受領しcrewライダーには受け渡しいたしました。お忙しい中ご対応いただき誠にありがとうございます。
口座登録のご回答をいただけましたら、こちらで登録しお振込の手続きをさせていただきます。 口座登録されているか確認し、登録されていれば忘れ物届けるのに負担した費用全部補填するようSV連携してね　BYジェシ
▼お振込詳細通行料　2500円ガソリン代(往復)　1366円送料　990円 口座来ていない😂今日チェックしてます。口座回答 また来てない もうまたきてない😂 橋本さんいつもありがとうございます🌈CREWの三浦です。本日21時～26時でのご参加ありがとうございます😌
本日もお気をつけて、よろしくお願いします😊 上記内容インターコムノートに記載します！！ 橋本さん、こんばんは。CREWサポートチームの磯辺です。
間もなく開始時間となります。本日も安全運転でドライブよろしくお願いいたします😊"
